Entry ID,PDB ID,Resolution (Å),Asym ID,Source Organism,Gene Name,Entry Id (Polymer Entity Identifiers),Accession Code(s),Database Name
7RXD,7RXD,3.6,,Mus musculus,,7RXD,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7RXD,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Escherichia coli,DAH37_23060,7RXD,A0A4Z0THX4,UniProt
,,,,Staphylococcus aureus,spa,,P99134,UniProt
,,,,Streptococcus sp.,spg,,P06654,UniProt
,,,,Mus musculus,,7RXD,,
,,,,Vicugna pacos,,7RXD,,
3UB0,3UB0,2.6,,Feline infectious peritonitis virus (strain 79-1146),rep,3UB0,Q98VG9,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Feline infectious peritonitis virus (strain 79-1146),rep,3UB0,Q98VG9,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2BEQ,2BEQ,1.6,,Severe acute respiratory syndrome-related coronavirus,S,2BEQ,P59594,UniProt
,,,,,2,,,
,,,,Severe acute respiratory syndrome-related coronavirus,S,2BEQ,P59594,UniProt
,,,,,2,,,
7D30,7D30,2.1,,synthetic construct,,7D30,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7D30,P0DTC2,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6YVA,6YVA,3.18,,Severe acute respiratory syndrome coronavirus 2,rep,6YVA,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,Mus musculus,Isg15,6YVA,Q64339,UniProt
,,,,,G1p2,,,
,,,,,Ucrp,,,
,,,,,Isg15,,,
,,,,,G1p2,,,
,,,,,Ucrp,,,
7MFV,7MFV,1.9,,synthetic construct,,7MFV,,
6ZPE,6ZPE,1.58,,Severe acute respiratory syndrome coronavirus 2,rep,6ZPE,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7FAZ,7FAZ,2.1,,Severe acute respiratory syndrome coronavirus 2,,7FAZ,P0DTC1,UniProt
7FAY,7FAY,2.1,,Severe acute respiratory syndrome coronavirus 2,,7FAY,P0DTC1,UniProt
4MDS,4MDS,1.598,,Severe acute respiratory syndrome-related coronavirus,1a,4MDS,P0C6U8,UniProt
,,,,,1a,,,
4HI3,4HI3,2.09,,Severe acute respiratory syndrome-related coronavirus,1a,4HI3,P0C6U8,UniProt
,,,,,1a,,,
2K87,2K87,,,Severe acute respiratory syndrome-related coronavirus,1a,2K87,P0C6U8,UniProt
,,,,,1a,,,
6VWW,6VWW,2.2,,Severe acute respiratory syndrome coronavirus 2,rep,6VWW,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7SI9,7SI9,2,,Severe acute respiratory syndrome coronavirus 2,rep,7SI9,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7S4B,7S4B,2,,Severe acute respiratory syndrome coronavirus 2,rep,7S4B,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7S3S,7S3S,2,,Severe acute respiratory syndrome coronavirus 2,rep,7S3S,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7S3K,7S3K,1.9,,Severe acute respiratory syndrome coronavirus 2,rep,7S3K,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7RQG,7RQG,2.17,,Severe acute respiratory syndrome coronavirus 2,rep,7RQG,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7RB2,7RB2,3.27,,Severe acute respiratory syndrome coronavirus 2,rep,7RB2,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7RB0,7RB0,2.98,,Severe acute respiratory syndrome coronavirus 2,rep,7RB0,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7R7H,7R7H,2.15,,Severe acute respiratory syndrome coronavirus 2,rep,7R7H,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7NG6,7NG6,1.87,,Severe acute respiratory syndrome coronavirus 2,rep,7NG6,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7NG3,7NG3,1.8,,Severe acute respiratory syndrome coronavirus 2,rep,7NG3,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7NBY,7NBY,1.93,,Severe acute respiratory syndrome coronavirus 2,rep,7NBY,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7NBS,7NBS,1.7,,Severe acute respiratory syndrome coronavirus 2,rep,7NBS,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7NBR,7NBR,2.4,,Severe acute respiratory syndrome coronavirus 2,rep,7NBR,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7N8C,7N8C,"2.2, 2.5",,Severe acute respiratory syndrome coronavirus 2,rep,7N8C,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7N3K,7N3K,3,,Severe acute respiratory syndrome coronavirus 2,rep,7N3K,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7MSX,7MSX,3.15,,Severe acute respiratory syndrome coronavirus 2,rep,7MSX,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7MSW,7MSW,3.76,,Severe acute respiratory syndrome coronavirus 2,rep,7MSW,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7ME0,7ME0,2.48,,Severe acute respiratory syndrome coronavirus 2,rep,7ME0,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LTJ,7LTJ,1.8,,Severe acute respiratory syndrome coronavirus 2,rep,7LTJ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LGO,7LGO,2.45,,Severe acute respiratory syndrome coronavirus 2,rep,7LGO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7LG7,7LG7,2.3,,Severe acute respiratory syndrome coronavirus 2,rep,7LG7,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7L14,7L14,1.8,,Severe acute respiratory syndrome coronavirus 2,rep,7L14,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7L13,7L13,2.17,,Severe acute respiratory syndrome coronavirus 2,rep,7L13,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7L12,7L12,1.8,,Severe acute respiratory syndrome coronavirus 2,rep,7L12,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7L11,7L11,1.8,,Severe acute respiratory syndrome coronavirus 2,rep,7L11,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7L10,7L10,1.63,,Severe acute respiratory syndrome coronavirus 2,rep,7L10,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7KYU,7KYU,1.48,,Severe acute respiratory syndrome coronavirus 2,rep,7KYU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7KRX,7KRX,2.72,,Severe acute respiratory syndrome coronavirus 2,rep,7KRX,P0DTD1,UniProt
,,,,,1a-1b,,,
7KAG,7KAG,3.21,,Severe acute respiratory syndrome coronavirus 2,rep,7KAG,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7K40,7K40,1.35,,Severe acute respiratory syndrome coronavirus 2,rep,7K40,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7K1O,7K1O,2.4,,Severe acute respiratory syndrome coronavirus 2,rep,7K1O,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7JVZ,7JVZ,2.5,,Severe acute respiratory syndrome coronavirus 2,rep,7JVZ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7JN2,7JN2,1.93,,Severe acute respiratory syndrome coronavirus 2,rep,7JN2,P0DTD1,UniProt
,,,,,1a-1b,,,
7JFQ,7JFQ,1.55,,Severe acute respiratory syndrome coronavirus 2,rep,7JFQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7E7D,7E7D,"3.2, 3.2",,Severe acute respiratory syndrome coronavirus 2,S,7E7D,P0DTC2,UniProt
,,,,,2,,P02452,UniProt
,,,,Homo sapiens,COL1A1,,,
7E7B,7E7B,2.6,,Severe acute respiratory syndrome coronavirus 2,S,7E7B,P0DTC2,UniProt
,,,,,2,,P02452,UniProt
,,,,Homo sapiens,COL1A1,,,
7.00E+35,7.00E+35,2.4,,Severe acute respiratory syndrome coronavirus 2,rep,7.00E+35,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7DK1,7DK1,1.902,,Severe acute respiratory syndrome coronavirus 2,rep,7DK1,P0DTD1,UniProt
,,,,,1a-1b,,,
7D47,7D47,1.97,,Severe acute respiratory syndrome coronavirus 2,rep,7D47,P0DTD1,UniProt
,,,,,1a-1b,,,
7C8T,7C8T,2.05,,Severe acute respiratory syndrome coronavirus 2,rep,7C8T,P0DTD1,UniProt
,,,,,1a-1b,,,
7C8R,7C8R,2.3,,Severe acute respiratory syndrome coronavirus 2,rep,7C8R,P0DTD1,UniProt
,,,,,1a-1b,,,
7C8B,7C8B,2.2,,Severe acute respiratory syndrome coronavirus 2,rep,7C8B,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,7C8B,,
7C2Q,7C2Q,1.93,,Severe acute respiratory syndrome coronavirus 2,rep,7C2Q,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7BGP,7BGP,1.68,,Severe acute respiratory syndrome coronavirus 2,rep,7BGP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7BFB,7BFB,2.05,,Severe acute respiratory syndrome coronavirus 2,rep,7BFB,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7BE7,7BE7,1.68,,Severe acute respiratory syndrome coronavirus 2,rep,7BE7,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7BB2,7BB2,1.6,,Severe acute respiratory syndrome coronavirus 2,rep,7BB2,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7B3E,7B3E,1.77,,Severe acute respiratory syndrome coronavirus 2,rep,7B3E,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7ALI,7ALI,1.65,,Severe acute respiratory syndrome coronavirus 2,rep,7ALI,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7ALH,7ALH,1.65,,Severe acute respiratory syndrome coronavirus 2,rep,7ALH,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6XR3,6XR3,1.45,,Severe acute respiratory syndrome coronavirus 2,rep,6XR3,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6XOA,6XOA,2.1,,Severe acute respiratory syndrome coronavirus 2,rep,6XOA,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6XKF,6XKF,1.8,,Severe acute respiratory syndrome coronavirus 2,rep,6XKF,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6WNP,6WNP,1.443,,Severe acute respiratory syndrome coronavirus 2,rep,6WNP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6W9C,6W9C,2.7,,Severe acute respiratory syndrome coronavirus 2,rep,6W9C,P0DTD1,UniProt
,,,,,1a-1b,,,
5S74,5S74,0.96,,Severe acute respiratory syndrome coronavirus 2,rep,5S74,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5S73,5S73,1.06,,Severe acute respiratory syndrome coronavirus 2,rep,5S73,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVV,5RVV,1.42,,Severe acute respiratory syndrome coronavirus 2,rep,5RVV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVU,5RVU,1.2,,Severe acute respiratory syndrome coronavirus 2,rep,5RVU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVT,5RVT,1.26,,Severe acute respiratory syndrome coronavirus 2,rep,5RVT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVS,5RVS,1.52,,Severe acute respiratory syndrome coronavirus 2,rep,5RVS,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVR,5RVR,1.04,,Severe acute respiratory syndrome coronavirus 2,rep,5RVR,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVQ,5RVQ,1.08,,Severe acute respiratory syndrome coronavirus 2,rep,5RVQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVP,5RVP,1.04,,Severe acute respiratory syndrome coronavirus 2,rep,5RVP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVO,5RVO,1.52,,Severe acute respiratory syndrome coronavirus 2,rep,5RVO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVN,5RVN,1.26,,Severe acute respiratory syndrome coronavirus 2,rep,5RVN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVM,5RVM,1.03,,Severe acute respiratory syndrome coronavirus 2,rep,5RVM,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVL,5RVL,1.36,,Severe acute respiratory syndrome coronavirus 2,rep,5RVL,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVK,5RVK,1.46,,Severe acute respiratory syndrome coronavirus 2,rep,5RVK,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVJ,5RVJ,1.2,,Severe acute respiratory syndrome coronavirus 2,rep,5RVJ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVI,5RVI,0.94,,Severe acute respiratory syndrome coronavirus 2,rep,5RVI,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVH,5RVH,0.98,,Severe acute respiratory syndrome coronavirus 2,rep,5RVH,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVG,5RVG,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RVG,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVF,5RVF,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RVF,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVE,5RVE,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RVE,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVD,5RVD,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RVD,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVC,5RVC,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RVC,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVB,5RVB,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RVB,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RVA,5RVA,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RVA,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV9,5RV9,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RV9,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV8,5RV8,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RV8,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV7,5RV7,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RV7,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV6,5RV6,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RV6,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV5,5RV5,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RV5,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV4,5RV4,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RV4,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV3,5RV3,1.02,,Severe acute respiratory syndrome coronavirus 2,rep,5RV3,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV2,5RV2,1.01,,Severe acute respiratory syndrome coronavirus 2,rep,5RV2,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV1,5RV1,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RV1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RV0,5RV0,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RV0,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUZ,5RUZ,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUZ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUY,5RUY,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUY,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUX,5RUX,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUX,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUW,5RUW,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUW,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUV,5RUV,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUU,5RUU,1.01,,Severe acute respiratory syndrome coronavirus 2,rep,5RUU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUT,5RUT,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUS,5RUS,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUS,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUR,5RUR,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUR,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUQ,5RUQ,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUP,5RUP,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUO,5RUO,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUN,5RUN,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUN,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUM,5RUM,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUM,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUL,5RUL,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUL,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUK,5RUK,1.05,,Severe acute respiratory syndrome coronavirus 2,rep,5RUK,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUJ,5RUJ,1.01,,Severe acute respiratory syndrome coronavirus 2,rep,5RUJ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUI,5RUI,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUI,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUH,5RUH,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUH,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUG,5RUG,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUG,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUF,5RUF,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUF,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUE,5RUE,1.02,,Severe acute respiratory syndrome coronavirus 2,rep,5RUE,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUD,5RUD,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUD,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUA,5RUA,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUA,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU9,5RU9,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU9,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU8,5RU8,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU8,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU7,5RU7,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU7,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU6,5RU6,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU6,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU5,5RU5,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU5,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU4,5RU4,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU4,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU3,5RU3,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU3,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU2,5RU2,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU2,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU1,5RU1,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RU0,5RU0,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RU0,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTZ,5RTZ,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTZ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTY,5RTY,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTY,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTX,5RTX,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTX,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTW,5RTW,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTW,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTV,5RTV,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTU,5RTU,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTT,5RTT,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTS,5RTS,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTS,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTR,5RTR,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTR,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTQ,5RTQ,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTQ,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTP,5RTP,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTP,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RTO,5RTO,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RTO,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
